epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,638.216,0.73407,0.4663,1.13498,0.31154,0.27869,0.29956,0.24376,1.31305,2.92494,1.40766,0.000449136,0.000449136,0.000449136
136,641.814,0.76781,0.46626,1.16479,0.31467,0.2764,0.29988,0.24513,1.22118,2.82866,1.37409,0.00044296,0.00044296,0.00044296
137,646.298,0.68859,0.43304,1.15024,0.31627,0.26776,0.30119,0.24697,1.22086,2.84726,1.3799,0.000436794,0.000436794,0.000436794
138,650.553,0.62982,0.40131,1.08415,0.32072,0.27788,0.3028,0.24738,1.21463,2.83969,1.39393,0.000430638,0.000430638,0.000430638
139,653.876,0.71101,0.43035,1.11674,0.31331,0.27869,0.3045,0.25096,1.2302,2.8773,1.41128,0.000424495,0.000424495,0.000424495
140,668.414,0.66954,0.41506,1.13052,0.32534,0.27869,0.30532,0.24285,1.3055,2.95296,1.45197,0.000418364,0.000418364,0.000418364
141,674.285,0.70719,0.4343,1.10973,0.32092,0.27322,0.30422,0.23686,1.33943,2.93233,1.45399,0.000412246,0.000412246,0.000412246
142,678.796,0.67571,0.40036,1.10707,0.30109,0.27869,0.30247,0.23325,1.38106,2.956,1.46445,0.000406144,0.000406144,0.000406144
143,682.381,0.7485,0.45294,1.17102,0.29788,0.28415,0.30265,0.23542,1.36441,2.92761,1.45581,0.000400056,0.000400056,0.000400056
144,686.078,0.70944,0.42346,1.12137,0.30974,0.28415,0.30299,0.24102,1.3211,2.93413,1.43683,0.000393986,0.000393986,0.000393986
145,690.35,0.75387,0.4389,1.15317,0.31672,0.28415,0.302,0.24088,1.29922,2.93173,1.41282,0.000387933,0.000387933,0.000387933
146,700.188,0.71661,0.41145,1.14955,0.31631,0.28415,0.29863,0.2431,1.31354,3.03081,1.43061,0.000381899,0.000381899,0.000381899
147,705.203,0.66365,0.39415,1.11068,0.32819,0.28415,0.29797,0.24289,1.32355,3.0306,1.43616,0.000375883,0.000375883,0.000375883
148,710.002,0.68031,0.39806,1.15294,0.32957,0.28415,0.29731,0.23985,1.36342,3.01477,1.4641,0.000369889,0.000369889,0.000369889
149,713.582,0.69829,0.39832,1.12364,0.32897,0.28415,0.29694,0.23827,1.37219,2.98217,1.46733,0.000363915,0.000363915,0.000363915
150,717.197,0.66907,0.39788,1.13891,0.32816,0.28415,0.29935,0.24418,1.39685,2.94694,1.50452,0.000357964,0.000357964,0.000357964
151,721.855,0.70495,0.39276,1.1263,0.32871,0.28415,0.30049,0.24285,1.41026,2.93229,1.51626,0.000352037,0.000352037,0.000352037
152,725.932,0.62239,0.38397,1.07245,0.3273,0.28415,0.3031,0.24423,1.37683,2.87994,1.49633,0.000346133,0.000346133,0.000346133
