epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,5189.34,0.73056,0.40661,1.13919,0.99558,1,0.995,0.80007,0.72906,0.2852,1.08704,0.000139931,0.000139931,0.000139931
193,5215.47,0.71822,0.40027,1.1195,0.99521,1,0.995,0.79335,0.73642,0.28503,1.09121,0.000135759,0.000135759,0.000135759
194,5242.35,0.6921,0.39218,1.12364,0.97668,0.9969,0.99315,0.7988,0.72493,0.28678,1.08336,0.000131646,0.000131646,0.000131646
195,5269.01,0.69628,0.4002,1.13542,0.99444,1,0.995,0.79391,0.7403,0.29698,1.08828,0.000127591,0.000127591,0.000127591
196,5295.07,0.69157,0.39365,1.11635,0.99425,1,0.995,0.79199,0.75179,0.29335,1.08976,0.000123596,0.000123596,0.000123596
197,5321.81,0.69922,0.39306,1.10855,0.99425,1,0.995,0.80012,0.72681,0.28751,1.07691,0.000119661,0.000119661,0.000119661
198,5347.52,0.69862,0.3982,1.12288,0.99371,1,0.995,0.80068,0.72714,0.28437,1.07578,0.000115787,0.000115787,0.000115787
199,5374.62,0.71214,0.43616,1.128,0.99346,1,0.995,0.78993,0.75112,0.29271,1.08421,0.000111975,0.000111975,0.000111975
200,5400.51,0.71219,0.38636,1.1228,0.99318,1,0.995,0.79665,0.71531,0.28451,1.06679,0.000108224,0.000108224,0.000108224
201,5426.66,0.69424,0.40435,1.12486,0.99366,1,0.995,0.8056,0.71813,0.28525,1.07169,0.000104537,0.000104537,0.000104537
202,5452.89,0.67703,0.37984,1.11003,0.99445,1,0.995,0.80557,0.71757,0.28636,1.07258,0.000100912,0.000100912,0.000100912
203,5478.79,0.70595,0.37654,1.11483,0.99444,1,0.995,0.80201,0.7283,0.28424,1.07886,9.73514e-05,9.73514e-05,9.73514e-05
204,5505.5,0.7082,0.39089,1.11478,0.99435,1,0.995,0.79878,0.74015,0.28733,1.08387,9.3855e-05,9.3855e-05,9.3855e-05
205,5532.08,0.71998,0.39613,1.1227,0.99375,1,0.995,0.79523,0.74985,0.29313,1.08578,9.04236e-05,9.04236e-05,9.04236e-05
206,5558.58,0.69551,0.38806,1.1197,0.99328,1,0.995,0.78529,0.78807,0.30118,1.11226,8.70577e-05,8.70577e-05,8.70577e-05
207,5584.35,0.69453,0.3813,1.10534,0.99403,1,0.995,0.78666,0.7851,0.29915,1.11684,8.37577e-05,8.37577e-05,8.37577e-05
208,5611,0.68293,0.37316,1.11895,0.99485,1,0.995,0.79192,0.76844,0.2943,1.10579,8.05243e-05,8.05243e-05,8.05243e-05
209,5637,0.65578,0.36921,1.0963,0.99532,1,0.995,0.79609,0.75335,0.28658,1.096,7.73579e-05,7.73579e-05,7.73579e-05
210,5664.66,0.67388,0.36242,1.10205,0.99564,1,0.995,0.80329,0.72607,0.27779,1.08001,7.4259e-05,7.4259e-05,7.4259e-05
211,5690.33,0.70357,0.38927,1.12821,0.99491,1,0.995,0.80445,0.71904,0.27642,1.07373,7.12282e-05,7.12282e-05,7.12282e-05
212,5716.98,0.69387,0.37345,1.11808,0.99405,1,0.995,0.79719,0.72883,0.27802,1.07953,6.82658e-05,6.82658e-05,6.82658e-05
